Name,Rating,Rating Count,Price,Category,Platform
Five Hoops,4.5,74759,0.0,Games,iOS
GUN ZOMBIE,4.5,74718,0.0,Games,iOS
Caesars Rewards,4.5,74702,0.0,Travel,iOS
Currency,4.0,74669,0.0,Travel,iOS
Jelly Splash: Fun Puzzle Game,4.5,74653,0.0,Games,iOS
Emoji>,4.5,74332,0.0,Entertainment,iOS
Miraculous Ladybug & Cat Noir,4.5,74328,0.0,Games,iOS
Pool,4.5,73760,0.0,Games,iOS
Cascade Gem & Jewel Adventure,4.5,73691,0.0,Games,iOS
Pluto TV - Live TV and Movies,4.5,73608,0.0,Entertainment,iOS
Slots - Pharaoh's Way,4.5,73391,0.0,Games,iOS
Cheat for Words With Friends,4.5,73347,0.0,Entertainment,iOS
Sandwich!,4.5,72873,0.0,Games,iOS
Shazam Encore,5.0,72853,0.0,Music,iOS
Patreon,5.0,72648,0.0,Entertainment,iOS
Documents (Office Docs),4.0,72559,0.0,Business,iOS
Logo Maker- Create a design,4.5,72412,0.0,Photo & Video,iOS
Lux Touch 3 - World Domination,3.5,72390,0.0,Games,iOS
Airplane!,4.5,72189,0.0,Games,iOS
Tips & Tricks - for iPhone,3.0,72150,0.0,Productivity,iOS
Jetpack Jump,4.5,72033,0.0,Games,iOS
Shooting Showdown,4.0,71981,0.0,Games,iOS
Super Stylist,4.5,71918,0.0,Games,iOS
Yazy yatzy dice game,4.5,71885,0.0,Games,iOS
Zoomerang - Dazz Cam Editor,4.5,71783,0.0,Photo & Video,iOS
Qapital: Save. Invest. Spend.,5.0,71643,0.0,Finance,iOS
Commerce Bank for iPhone,4.5,71566,0.0,Finance,iOS
SLOTS - Lucky Win Casino Games,2.0,71565,0.0,Games,iOS
Modern Combat Versus,4.5,71544,0.0,Games,iOS
Crazy Snowboard Free,3.5,71523,0.0,Games,iOS
Fire Rides,4.5,71497,0.0,Games,iOS
Drink Water Reminder N Tracker,4.5,71173,0.0,Health & Fitness,iOS
TUDN,4.5,71151,0.0,Sports,iOS
Cookie Clickers,4.5,71116,0.0,Games,iOS
RollerCoaster Tycoon® Touch™,4.5,71023,0.0,Games,iOS
Idle Heroes - Idle Games,5.0,71013,0.0,Games,iOS
WordBubbles!,4.5,70618,0.0,Games,iOS
Forge Ahead - Be a Blacksmith,4.5,70416,0.0,Games,iOS
Emoji Added - Christmas Emoji,4.5,70258,0.0,Entertainment,iOS
Hairstyle Try On,2.0,70154,0.0,Lifestyle,iOS
Imgur - Meme & GIF Maker,4.5,70152,0.0,Photo & Video,iOS
My Boo Virtual Pet & Mini Game,4.5,70066,0.0,Games,iOS
Tiny Piano - Free Songs to Play and Learn!,4.5,69955,0.0,Music,iOS
Gin Rummy Plus - Card Game,4.5,69640,0.0,Games,iOS
Notability,4.5,69162,8.99,Productivity,iOS
Robux For Roblox - Robuxat,4.5,68839,0.0,Entertainment,iOS
Super KO Boxing 2 Free,3.5,68592,0.0,Games,iOS
LINE: Disney Tsum Tsum,4.5,68509,0.0,Games,iOS
Talking Tom Cat 2 for iPad,4.0,68337,0.0,Entertainment,iOS
PictureThis - Plant Identifier,4.5,68233,0.0,Education,iOS
House Paint,4.5,68181,0.0,Games,iOS
Babbel – Learn Languages,4.5,68179,0.0,Education,iOS
WOW Pixel - Live Wallpapers,4.0,68172,0.0,Entertainment,iOS
"GuitarTuna: Guitar, Bass tuner",5.0,68106,0.0,Music,iOS
Ace Fishing: Wild Catch,4.5,68104,0.0,Games,iOS
Jeopardy! World Tour,4.5,68085,0.0,Games,iOS
Streamer for Chromecast,4.0,67916,0.0,Utilities,iOS
Idle Human,5.0,67914,0.0,Games,iOS
Heart of Vegas – Slots Casino,4.5,67865,0.0,Games,iOS
Gacha Life,4.5,67718,0.0,Games,iOS
PrankDial - #1 Prank Call App,4.5,67697,0.0,Entertainment,iOS
Jungle Crash Land,3.5,67626,0.99,Games,iOS
Kissing Test (FREE),3.5,67576,0.0,Entertainment,iOS
Mahjong+,5.0,67548,0.0,Games,iOS
Cooking Diary® Restaurant Game,5.0,67524,0.0,Games,iOS
Stump Me,4.5,67472,0.0,Games,iOS
People's United Bank Mobile,5.0,67451,0.0,Finance,iOS
Seeking Alpha: News & Analysis,4.5,67396,0.0,Finance,iOS
TV Guide Mobile,3.5,67257,0.0,Entertainment,iOS
Spectrum TV,3.5,67156,0.0,Entertainment,iOS
Hello Neighbor,4.0,67033,0.0,Games,iOS
Scribble Lite,3.0,66951,0.0,Entertainment,iOS
Cheerleader Champion Dance Off,4.5,66916,0.0,Games,iOS
Hoppy Frog,4.5,66842,0.0,Games,iOS
